|dates|Muskegon_Michigan_UnitedStates.AveragePrecipitationTotal.data|Muskegon_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Muskegon_Michigan_UnitedStates.AveragePrecipitation.data|Muskegon_Michigan_UnitedStates.AveragePrecipitation.missing|Muskegon_Michigan_UnitedStates.AverageWindDirection.data|Muskegon_Michigan_UnitedStates.AverageWindDirection.missing|Muskegon_Michigan_UnitedStates.AverageWindSpeed.data|Muskegon_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|190.625|0|8.015625|0
0|2020-01-02|0.0|0|0.0|0|218.80208333333334|0|12.916666666666666|0
0|2020-01-03|0.0|0|0.0|0|247.55208333333334|0|4.557291666666667|0
0|2020-01-04|0.0|0|0.0|0|264.8958333333333|0|6.776041666666667|0
0|2020-01-05|0.0|0|0.0|0|225.26041666666666|0|9.6875|0
0|2020-01-06|0.0|0|0.0|0|250.57291666666666|0|9.817708333333334|0
0|2020-01-07|0.0|0|0.0|0|206.40625|0|8.0625|0
0|2020-01-08|0.0|0|0.0|0|236.19791666666666|0|10.875|0
0|2020-01-09|0.0|0|0.0|0|151.51041666666666|0|13.875|0
0|2020-01-10|0.0|0|0.0|0|151.61458333333334|0|7.458333333333333|0
0|2020-01-11|0.0|0|0.0|0|37.135416666666664|0|11.135416666666666|0
0|2020-01-12|0.0|0|0.0|0|98.17708333333333|0|4.130208333333333|0
0|2020-01-13|0.0|0|0.0|0|121.30208333333333|0|4.052083333333333|0
0|2020-01-14|0.0|0|0.0|0|196.5625|0|6.161458333333333|0
0|2020-01-15|0.0|0|0.0|0|122.91666666666667|0|3.3958333333333335|0
0|2020-01-16|0.0|0|0.0|0|275.15625|0|10.927083333333334|0
0|2020-01-17|0.0|0|0.0|0|81.09375|0|6.166666666666667|0
0|2020-01-18|0.0|0|0.0|0|187.96875|0|13.625|0
0|2020-01-19|0.0|0|0.0|0|246.14583333333334|0|9.875|0
0|2020-01-20|0.0|0|0.0|0|80.57291666666667|0|1.6875|0
0|2020-01-21|0.0|0|0.0|0|127.82986111111113|0|5.293402777777778|0
0|2020-01-22|0.0|0|0.0|0|187.13541666666666|0|8.848958333333334|0
0|2020-01-23|0.0|0|0.0|0|130.57291666666666|0|4.921875|0
0|2020-01-24|0.0|0|0.0|0|89.375|0|9.447916666666666|0
0|2020-01-25|0.0|0|0.0|0|80.0|0|9.0|0
0|2020-01-26|0.0|0|0.0|0|179.1840277777778|0|8.875|0
0|2020-01-27|0.0|0|0.0|0|313.59375|0|6.338541666666667|0
0|2020-01-28|0.0|0|0.0|0|289.6354166666667|0|6.197916666666667|0
0|2020-01-29|0.0|0|0.0|0|52.84722222222222|0|1.730902777777778|0
0|2020-01-30|0.0|0|0.0|0|85.78125|0|2.359375|0
0|2020-01-31|0.0|0|0.0|0|166.04166666666666|0|4.838541666666667|0
0|2020-02-01|0.0|0|0.0|0|220.05208333333334|0|6.421875|0
0|2020-02-02|0.0|0|0.0|0|237.60416666666666|0|11.166666666666666|0
0|2020-02-03|0.0|0|0.0|0|77.1875|0|3.90625|0
