|dates|Mackinac_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mackinac_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mackinac_Michigan_UnitedStates.Male_Total_Population.data|Mackinac_Michigan_UnitedStates.Male_Total_Population.missing|Mackinac_Michigan_UnitedStates.Female_Total_Population.data|Mackinac_Michigan_UnitedStates.Female_Total_Population.missing|Mackinac_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Mackinac_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3025.0|0|5508.0|0|5279.0|0|1698.0|0
