|dates|Thomas_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Thomas_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Thomas_Georgia_UnitedStates.Male_Total_Population.data|Thomas_Georgia_UnitedStates.Male_Total_Population.missing|Thomas_Georgia_UnitedStates.Female_Total_Population.data|Thomas_Georgia_UnitedStates.Female_Total_Population.missing|Thomas_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Thomas_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8131.0|0|21047.0|0|23401.0|0|10534.0|0
