|dates|Decatur_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Decatur_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Decatur_Kansas_UnitedStates.Male_Total_Population.data|Decatur_Kansas_UnitedStates.Male_Total_Population.missing|Decatur_Kansas_UnitedStates.Female_Total_Population.data|Decatur_Kansas_UnitedStates.Female_Total_Population.missing|Decatur_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Decatur_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-03-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-03-31|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-04-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-05-31|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-06-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-07-31|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-08-31|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-09-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-10-31|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-11-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-18|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-19|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-20|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-21|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-22|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-23|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-24|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-25|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-26|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-27|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-28|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-29|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-30|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2020-12-31|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-01|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-02|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-03|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-04|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-05|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-06|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-07|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-08|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-09|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-10|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-11|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-12|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-13|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-14|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-15|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-16|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-17|808.0|0|1443.0|0|1428.0|0|558.0|0
0|2021-01-18|808.0|0|1443.0|0|1428.0|0|558.0|0
