|dates|Clark_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Idaho_UnitedStates.Male_Total_Population.data|Clark_Idaho_UnitedStates.Male_Total_Population.missing|Clark_Idaho_UnitedStates.Female_Total_Population.data|Clark_Idaho_UnitedStates.Female_Total_Population.missing|Clark_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|151.0|0|432.0|0|420.0|0|198.0|0
