|dates|Harper_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harper_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harper_Kansas_UnitedStates.Male_Total_Population.data|Harper_Kansas_UnitedStates.Male_Total_Population.missing|Harper_Kansas_UnitedStates.Female_Total_Population.data|Harper_Kansas_UnitedStates.Female_Total_Population.missing|Harper_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Harper_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1267.0|0|2757.0|0|2749.0|0|1372.0|0
