|dates|Bennett_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bennett_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bennett_SouthDakota_UnitedStates.Male_Total_Population.data|Bennett_SouthDakota_UnitedStates.Male_Total_Population.missing|Bennett_SouthDakota_UnitedStates.Female_Total_Population.data|Bennett_SouthDakota_UnitedStates.Female_Total_Population.missing|Bennett_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Bennett_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|433.0|0|1695.0|0|1773.0|0|1175.0|0
