|dates|Clayton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clayton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clayton_Georgia_UnitedStates.Male_Total_Population.data|Clayton_Georgia_UnitedStates.Male_Total_Population.missing|Clayton_Georgia_UnitedStates.Female_Total_Population.data|Clayton_Georgia_UnitedStates.Female_Total_Population.missing|Clayton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Clayton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26997.0|0|135554.0|0|154061.0|0|80559.0|0
