|dates|Hidalgo_NewMexico_UnitedStates.AveragePrecipitationTotal.data|Hidalgo_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|Hidalgo_NewMexico_UnitedStates.AveragePrecipitation.data|Hidalgo_NewMexico_UnitedStates.AveragePrecipitation.missing|Hidalgo_NewMexico_UnitedStates.AverageWindDirection.data|Hidalgo_NewMexico_UnitedStates.AverageWindDirection.missing|Hidalgo_NewMexico_UnitedStates.AverageWindSpeed.data|Hidalgo_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|104.0|83|9.25|83
