|dates|RioArriba_NewMexico_UnitedStates.BLS_EmployedPopulation.data|RioArriba_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|RioArriba_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|RioArriba_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|RioArriba_NewMexico_UnitedStates.BLS_UnemploymentRate.data|RioArriba_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|RioArriba_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|RioArriba_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-02|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-03|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-04|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-05|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-06|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-07|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-08|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-09|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-10|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-11|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-12|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-13|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-14|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-15|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-16|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-17|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-18|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-19|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-20|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-21|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-22|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-23|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-24|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-25|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-26|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-27|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-28|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-29|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-30|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-01-31|15796.5|0|948.0|0|5.661560512407059|0|16744.5|0
0|2020-02-01|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-02|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-03|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-04|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-05|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-06|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-07|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-08|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-09|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-10|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-11|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-12|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-13|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-14|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-15|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-16|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-17|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-18|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-19|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-20|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-21|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-22|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-23|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-24|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-25|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-26|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-27|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-28|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-02-29|15777.0|0|957.5|0|5.721712629597538|0|16734.5|0
0|2020-03-01|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-02|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-03|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-04|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-05|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-06|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-07|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-08|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-09|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-10|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-11|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-12|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-13|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-14|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-15|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-16|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-17|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-18|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-19|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-20|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-21|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-22|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-23|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-24|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-25|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-26|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-27|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-28|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-29|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-30|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-03-31|15623.0|0|1093.0|0|6.538645608997368|0|16716.0|0
0|2020-04-01|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
0|2020-04-02|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
0|2020-04-03|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
0|2020-04-04|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
0|2020-04-05|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
0|2020-04-06|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
0|2020-04-07|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
0|2020-04-08|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
0|2020-04-09|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
0|2020-04-10|14548.0|0|1592.5|0|9.866484929215328|0|16140.5|0
