|dates|Iosco_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iosco_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iosco_Michigan_UnitedStates.Male_Total_Population.data|Iosco_Michigan_UnitedStates.Male_Total_Population.missing|Iosco_Michigan_UnitedStates.Female_Total_Population.data|Iosco_Michigan_UnitedStates.Female_Total_Population.missing|Iosco_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Iosco_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7421.0|0|12437.0|0|12644.0|0|4109.0|0
