|dates|Johnson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Illinois_UnitedStates.Male_Total_Population.data|Johnson_Illinois_UnitedStates.Male_Total_Population.missing|Johnson_Illinois_UnitedStates.Female_Total_Population.data|Johnson_Illinois_UnitedStates.Female_Total_Population.missing|Johnson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2676.0|0|6797.0|0|5659.0|0|2303.0|0
