|dates|Colleton_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Colleton_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Colleton_SouthCarolina_UnitedStates.Male_Total_Population.data|Colleton_SouthCarolina_UnitedStates.Male_Total_Population.missing|Colleton_SouthCarolina_UnitedStates.Female_Total_Population.data|Colleton_SouthCarolina_UnitedStates.Female_Total_Population.missing|Colleton_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Colleton_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7595.0|0|18131.0|0|19529.0|0|8390.0|0
