|dates|McIntosh_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McIntosh_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McIntosh_Oklahoma_UnitedStates.Male_Total_Population.data|McIntosh_Oklahoma_UnitedStates.Male_Total_Population.missing|McIntosh_Oklahoma_UnitedStates.Female_Total_Population.data|McIntosh_Oklahoma_UnitedStates.Female_Total_Population.missing|McIntosh_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|McIntosh_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5004.0|0|9788.0|0|10027.0|0|4025.0|0
