|dates|Dearborn_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dearborn_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dearborn_Indiana_UnitedStates.Male_Total_Population.data|Dearborn_Indiana_UnitedStates.Male_Total_Population.missing|Dearborn_Indiana_UnitedStates.Female_Total_Population.data|Dearborn_Indiana_UnitedStates.Female_Total_Population.missing|Dearborn_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Dearborn_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8779.0|0|24649.0|0|24919.0|0|11062.0|0
