|dates|Pembina_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pembina_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pembina_NorthDakota_UnitedStates.Male_Total_Population.data|Pembina_NorthDakota_UnitedStates.Male_Total_Population.missing|Pembina_NorthDakota_UnitedStates.Female_Total_Population.data|Pembina_NorthDakota_UnitedStates.Female_Total_Population.missing|Pembina_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Pembina_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1607.0|0|3669.0|0|3278.0|0|1446.0|0
