|dates|Sacramento_California_UnitedStates.JHU_ConfirmedCases.data|Sacramento_California_UnitedStates.JHU_ConfirmedCases.missing|Sacramento_California_UnitedStates.NYT_ConfirmedCases.data|Sacramento_California_UnitedStates.NYT_ConfirmedCases.missing|Sacramento_California_UnitedStates.JHU_ConfirmedDeaths.data|Sacramento_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sacramento_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sacramento_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|136617.0|0|0.0|100|1923.0|0|0.0|100
