|dates|Dillingham_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dillingham_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dillingham_Alaska_UnitedStates.Male_Total_Population.data|Dillingham_Alaska_UnitedStates.Male_Total_Population.missing|Dillingham_Alaska_UnitedStates.Female_Total_Population.data|Dillingham_Alaska_UnitedStates.Female_Total_Population.missing|Dillingham_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Dillingham_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|470.0|0|2518.0|0|2482.0|0|1578.0|0
