|dates|Clatsop_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clatsop_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clatsop_Oregon_UnitedStates.Male_Total_Population.data|Clatsop_Oregon_UnitedStates.Male_Total_Population.missing|Clatsop_Oregon_UnitedStates.Female_Total_Population.data|Clatsop_Oregon_UnitedStates.Female_Total_Population.missing|Clatsop_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Clatsop_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8918.0|0|19655.0|0|20109.0|0|7594.0|0
