|dates|Isanti_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Isanti_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Isanti_Minnesota_UnitedStates.Male_Total_Population.data|Isanti_Minnesota_UnitedStates.Male_Total_Population.missing|Isanti_Minnesota_UnitedStates.Female_Total_Population.data|Isanti_Minnesota_UnitedStates.Female_Total_Population.missing|Isanti_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Isanti_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6424.0|0|20210.0|0|19756.0|0|9395.0|0
