|dates|Tuscarawas_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tuscarawas_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tuscarawas_Ohio_UnitedStates.Male_Total_Population.data|Tuscarawas_Ohio_UnitedStates.Male_Total_Population.missing|Tuscarawas_Ohio_UnitedStates.Female_Total_Population.data|Tuscarawas_Ohio_UnitedStates.Female_Total_Population.missing|Tuscarawas_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Tuscarawas_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18075.0|0|45484.0|0|46692.0|0|21060.0|0
