|dates|Yoakum_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yoakum_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yoakum_Texas_UnitedStates.Male_Total_Population.data|Yoakum_Texas_UnitedStates.Male_Total_Population.missing|Yoakum_Texas_UnitedStates.Female_Total_Population.data|Yoakum_Texas_UnitedStates.Female_Total_Population.missing|Yoakum_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Yoakum_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1017.0|0|4385.0|0|4206.0|0|2797.0|0
