|dates|Linn_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Linn_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Linn_Missouri_UnitedStates.Male_Total_Population.data|Linn_Missouri_UnitedStates.Male_Total_Population.missing|Linn_Missouri_UnitedStates.Female_Total_Population.data|Linn_Missouri_UnitedStates.Female_Total_Population.missing|Linn_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Linn_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2543.0|0|5868.0|0|6169.0|0|2834.0|0
