|dates|Chester_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Chester_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Chester_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Chester_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Chester_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Chester_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Chester_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Chester_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-02|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-03|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-04|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-05|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-06|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-07|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-08|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-09|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-10|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-11|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-12|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-13|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-14|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-15|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-16|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-17|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-18|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-19|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-20|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-21|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-22|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-23|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-24|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-25|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-26|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-27|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-28|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-29|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-30|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-01-31|12852.5|0|610.0|0|4.531104921077066|0|13462.5|0
0|2020-02-01|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-02|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-03|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-04|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-05|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-06|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-07|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-08|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-09|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-10|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-11|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-12|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-13|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-14|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-15|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-16|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-17|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-18|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-19|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-20|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-21|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-22|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-23|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-24|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-25|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-26|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-27|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-28|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-02-29|12903.0|0|595.5|0|4.411601289032115|0|13498.5|0
0|2020-03-01|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-02|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-03|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-04|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-05|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-06|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-07|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-08|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-09|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-10|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-11|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-12|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-13|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-14|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-15|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-16|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-17|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-18|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-19|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-20|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-21|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-22|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-23|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-24|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-25|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-26|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-27|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-28|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-29|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-30|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-03-31|12867.0|0|652.0|0|4.822841926177972|0|13519.0|0
0|2020-04-01|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-02|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-03|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-04|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-05|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-06|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-07|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-08|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-09|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-10|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-11|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-12|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-13|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-14|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-15|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-16|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-17|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-18|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-19|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-20|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-21|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-22|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-23|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-24|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-25|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-26|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-27|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-28|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
0|2020-04-29|11533.5|0|1843.0|0|13.777894067954996|0|13376.5|0
