|dates|Douglas_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Illinois_UnitedStates.Male_Total_Population.data|Douglas_Illinois_UnitedStates.Male_Total_Population.missing|Douglas_Illinois_UnitedStates.Female_Total_Population.data|Douglas_Illinois_UnitedStates.Female_Total_Population.missing|Douglas_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3524.0|0|9620.0|0|9859.0|0|4848.0|0
