|dates|Perry_Illinois_UnitedStates.JHU_ConfirmedCases.data|Perry_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Perry_Illinois_UnitedStates.NYT_ConfirmedCases.data|Perry_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Perry_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|3830.0|0|0.0|100|67.0|0|0.0|100
