|dates|Hernando_Florida_UnitedStates.AveragePrecipitationTotal.data|Hernando_Florida_UnitedStates.AveragePrecipitationTotal.missing|Hernando_Florida_UnitedStates.AveragePrecipitation.data|Hernando_Florida_UnitedStates.AveragePrecipitation.missing|Hernando_Florida_UnitedStates.AverageWindDirection.data|Hernando_Florida_UnitedStates.AverageWindDirection.missing|Hernando_Florida_UnitedStates.AverageWindSpeed.data|Hernando_Florida_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|130.375|0|3.4166666666666665|0
