|dates|Pine_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pine_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pine_Minnesota_UnitedStates.Male_Total_Population.data|Pine_Minnesota_UnitedStates.Male_Total_Population.missing|Pine_Minnesota_UnitedStates.Female_Total_Population.data|Pine_Minnesota_UnitedStates.Female_Total_Population.missing|Pine_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Pine_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6098.0|0|15830.0|0|13653.0|0|5775.0|0
