|dates|Ottawa_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ottawa_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ottawa_Oklahoma_UnitedStates.Male_Total_Population.data|Ottawa_Oklahoma_UnitedStates.Male_Total_Population.missing|Ottawa_Oklahoma_UnitedStates.Female_Total_Population.data|Ottawa_Oklahoma_UnitedStates.Female_Total_Population.missing|Ottawa_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Ottawa_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5720.0|0|15313.0|0|15862.0|0|7643.0|0
