|dates|Franklin_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Vermont_UnitedStates.Male_Total_Population.data|Franklin_Vermont_UnitedStates.Male_Total_Population.missing|Franklin_Vermont_UnitedStates.Female_Total_Population.data|Franklin_Vermont_UnitedStates.Female_Total_Population.missing|Franklin_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7925.0|0|24611.0|0|24810.0|0|10949.0|0
