|dates|Hunterdon_NewJersey_UnitedStates.BLS_EmployedPopulation.data|Hunterdon_NewJersey_UnitedStates.BLS_EmployedPopulation.missing|Hunterdon_NewJersey_UnitedStates.BLS_UnemployedPopulation.data|Hunterdon_NewJersey_UnitedStates.BLS_UnemployedPopulation.missing|Hunterdon_NewJersey_UnitedStates.BLS_UnemploymentRate.data|Hunterdon_NewJersey_UnitedStates.BLS_UnemploymentRate.missing|Hunterdon_NewJersey_UnitedStates.BLS_LaborForcePopulation.data|Hunterdon_NewJersey_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-02|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-03|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-04|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-05|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-06|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-07|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-08|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-09|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-10|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-11|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-12|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-13|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-14|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-15|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-16|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-17|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-18|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-19|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-20|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-21|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-22|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-23|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-24|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-25|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-26|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-27|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-28|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-29|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-30|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-01-31|63238.5|0|2196.5|0|3.3567662565905096|0|65435.0|0
0|2020-02-01|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-02|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-03|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-04|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-05|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-06|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-07|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-08|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-09|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-10|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-11|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-12|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-13|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-14|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-15|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-16|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-17|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-18|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-19|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-20|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-21|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-22|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-23|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-24|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-25|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-26|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
0|2020-02-27|63650.0|0|2173.0|0|3.3012776688999286|0|65823.0|0
