|dates|McCormick_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McCormick_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McCormick_SouthCarolina_UnitedStates.Male_Total_Population.data|McCormick_SouthCarolina_UnitedStates.Male_Total_Population.missing|McCormick_SouthCarolina_UnitedStates.Female_Total_Population.data|McCormick_SouthCarolina_UnitedStates.Female_Total_Population.missing|McCormick_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|McCormick_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3287.0|0|5053.0|0|4357.0|0|1116.0|0
