|dates|King_Texas_UnitedStates.BLS_EmployedPopulation.data|King_Texas_UnitedStates.BLS_EmployedPopulation.missing|King_Texas_UnitedStates.BLS_UnemployedPopulation.data|King_Texas_UnitedStates.BLS_UnemployedPopulation.missing|King_Texas_UnitedStates.BLS_UnemploymentRate.data|King_Texas_UnitedStates.BLS_UnemploymentRate.missing|King_Texas_UnitedStates.BLS_LaborForcePopulation.data|King_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-02|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-03|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-04|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-05|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-06|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-07|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-08|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-09|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-10|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-11|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-12|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-13|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-14|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-15|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-16|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-17|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-18|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-19|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-20|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-21|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-22|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-23|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-24|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-25|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-26|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-27|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-28|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-29|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-30|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-01-31|231.5|0|4.0|0|1.6985138004246285|0|235.5|0
0|2020-02-01|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-02|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-03|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-04|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-05|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-06|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-07|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-08|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-09|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-10|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-11|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-12|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-13|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-14|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-15|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-16|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-17|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-18|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-19|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-20|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-21|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-22|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-23|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-24|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-25|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-26|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-27|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-28|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-02-29|237.5|0|5.5|0|2.263374485596708|0|243.0|0
0|2020-03-01|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-02|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-03|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-04|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-05|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-06|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-07|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-08|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-09|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-10|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-11|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-12|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-13|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-14|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-15|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-16|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-17|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-18|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-19|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-20|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-21|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-22|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-23|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-24|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-25|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-26|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-27|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-28|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-29|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-30|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-03-31|231.5|0|7.0|0|2.9350104821802936|0|238.5|0
0|2020-04-01|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-02|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-03|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-04|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-05|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-06|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-07|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-08|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-09|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-10|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-11|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-12|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-13|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-14|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-15|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-16|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-17|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-18|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-19|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-20|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-21|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
0|2020-04-22|198.0|0|4.5|0|2.2222222222222223|0|202.5|0
