|dates|Wayne_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Utah_UnitedStates.Male_Total_Population.data|Wayne_Utah_UnitedStates.Male_Total_Population.missing|Wayne_Utah_UnitedStates.Female_Total_Population.data|Wayne_Utah_UnitedStates.Female_Total_Population.missing|Wayne_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-02|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-03|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-04|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-05|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-06|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-07|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-08|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-09|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-10|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-11|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-12|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-13|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-14|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-15|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-16|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-17|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-18|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-19|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-20|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-21|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-22|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-23|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-24|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-25|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-26|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-27|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-28|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-29|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-30|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-01-31|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-01|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-02|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-03|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-04|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-05|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-06|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-07|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-08|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-09|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-10|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-11|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-12|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-13|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-14|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-15|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-16|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-17|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-18|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-19|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-20|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-21|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-22|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-23|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-24|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-25|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-26|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-27|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-28|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-02-29|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-01|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-02|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-03|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-04|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-05|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-06|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-07|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-08|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-09|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-10|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-11|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-12|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-13|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-14|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-15|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-16|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-17|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-18|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-19|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-20|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-21|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-22|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-23|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-24|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-25|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-26|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-27|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-28|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-29|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-30|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-03-31|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-01|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-02|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-03|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-04|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-05|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-06|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-07|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-08|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-09|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-10|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-11|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-12|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-13|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-14|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-15|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-16|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-17|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-18|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-19|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-20|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-21|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-22|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-23|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-24|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-25|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-26|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-27|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-28|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-29|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-04-30|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-01|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-02|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-03|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-04|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-05|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-06|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-07|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-08|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-09|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-10|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-11|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-12|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-13|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-14|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-15|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-16|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-17|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-18|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-19|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-20|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-21|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-22|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-23|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-24|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-25|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-26|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-27|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-28|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-29|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-30|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-05-31|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-01|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-02|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-03|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-04|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-05|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-06|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-07|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-08|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-09|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-10|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-11|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-12|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-13|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-14|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-15|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-16|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-17|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-18|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-19|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-20|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-21|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-22|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-23|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-24|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-25|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-26|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-27|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-28|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-29|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-06-30|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-01|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-02|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-03|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-04|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-05|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-06|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-07|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-08|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-09|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-10|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-11|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-12|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-13|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-14|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-15|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-16|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-17|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-18|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-19|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-20|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-21|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-22|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-23|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-24|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-25|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-26|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-27|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-28|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-29|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-30|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-07-31|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-01|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-02|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-03|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-04|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-05|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-06|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-07|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-08|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-09|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-10|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-11|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-12|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-13|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-14|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-15|586.0|0|1381.0|0|1309.0|0|657.0|0
0|2020-08-16|586.0|0|1381.0|0|1309.0|0|657.0|0
