|dates|Gunnison_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gunnison_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gunnison_Colorado_UnitedStates.Male_Total_Population.data|Gunnison_Colorado_UnitedStates.Male_Total_Population.missing|Gunnison_Colorado_UnitedStates.Female_Total_Population.data|Gunnison_Colorado_UnitedStates.Female_Total_Population.missing|Gunnison_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Gunnison_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2236.0|0|9300.0|0|7946.0|0|2931.0|0
