|dates|Dodge_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Dodge_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Dodge_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Dodge_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Dodge_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Dodge_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Dodge_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Dodge_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|11376.0|0|324.0|0|2.769230769230769|0|11700.0|0
