|dates|Stokes_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stokes_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stokes_NorthCarolina_UnitedStates.Male_Total_Population.data|Stokes_NorthCarolina_UnitedStates.Male_Total_Population.missing|Stokes_NorthCarolina_UnitedStates.Female_Total_Population.data|Stokes_NorthCarolina_UnitedStates.Female_Total_Population.missing|Stokes_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Stokes_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9668.0|0|22364.0|0|23103.0|0|8522.0|0
