|dates|SanPatricio_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanPatricio_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanPatricio_Texas_UnitedStates.Male_Total_Population.data|SanPatricio_Texas_UnitedStates.Male_Total_Population.missing|SanPatricio_Texas_UnitedStates.Female_Total_Population.data|SanPatricio_Texas_UnitedStates.Female_Total_Population.missing|SanPatricio_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|SanPatricio_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10021.0|0|33652.0|0|33241.0|0|17900.0|0
