|dates|Kimball_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kimball_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kimball_Nebraska_UnitedStates.Male_Total_Population.data|Kimball_Nebraska_UnitedStates.Male_Total_Population.missing|Kimball_Nebraska_UnitedStates.Female_Total_Population.data|Kimball_Nebraska_UnitedStates.Female_Total_Population.missing|Kimball_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Kimball_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|883.0|0|1816.0|0|1802.0|0|781.0|0
