|dates|Cherokee_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cherokee_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cherokee_Texas_UnitedStates.Male_Total_Population.data|Cherokee_Texas_UnitedStates.Male_Total_Population.missing|Cherokee_Texas_UnitedStates.Female_Total_Population.data|Cherokee_Texas_UnitedStates.Female_Total_Population.missing|Cherokee_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Cherokee_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9231.0|0|26822.0|0|25770.0|0|13370.0|0
