|dates|St.Francois_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Francois_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Francois_Missouri_UnitedStates.NYT_ConfirmedCases.data|St.Francois_Missouri_UnitedStates.NYT_ConfirmedCases.missing|St.Francois_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Francois_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Francois_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Francois_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|10377.0|0|0.0|100|128.0|0|0.0|100
