|dates|Moultrie_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Moultrie_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Moultrie_Illinois_UnitedStates.Male_Total_Population.data|Moultrie_Illinois_UnitedStates.Male_Total_Population.missing|Moultrie_Illinois_UnitedStates.Female_Total_Population.data|Moultrie_Illinois_UnitedStates.Female_Total_Population.missing|Moultrie_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Moultrie_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2782.0|0|7204.0|0|7513.0|0|3739.0|0
