|dates|Boone_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boone_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boone_Missouri_UnitedStates.Male_Total_Population.data|Boone_Missouri_UnitedStates.Male_Total_Population.missing|Boone_Missouri_UnitedStates.Female_Total_Population.data|Boone_Missouri_UnitedStates.Female_Total_Population.missing|Boone_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Boone_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22058.0|0|87247.0|0|92758.0|0|36565.0|0
