|dates|Caswell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caswell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caswell_NorthCarolina_UnitedStates.Male_Total_Population.data|Caswell_NorthCarolina_UnitedStates.Male_Total_Population.missing|Caswell_NorthCarolina_UnitedStates.Female_Total_Population.data|Caswell_NorthCarolina_UnitedStates.Female_Total_Population.missing|Caswell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Caswell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4881.0|0|11525.0|0|11173.0|0|4272.0|0
