|dates|Lewis_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lewis_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lewis_NewYork_UnitedStates.Male_Total_Population.data|Lewis_NewYork_UnitedStates.Male_Total_Population.missing|Lewis_NewYork_UnitedStates.Female_Total_Population.data|Lewis_NewYork_UnitedStates.Female_Total_Population.missing|Lewis_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Lewis_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4845.0|0|13398.0|0|13049.0|0|6053.0|0
