|dates|Ziebach_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Ziebach_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Ziebach_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Ziebach_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Ziebach_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Ziebach_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Ziebach_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Ziebach_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-04-09|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-10|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-11|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-12|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-13|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-14|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-15|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-16|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-17|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-18|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-19|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-20|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-21|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-22|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-23|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-24|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-25|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-26|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-27|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-28|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-29|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-04-30|866.5|0|42.5|0|4.675467546754676|0|909.0|0
0|2020-05-01|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-02|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-03|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-04|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-05|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-06|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-07|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-08|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-09|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-10|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-11|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-12|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-13|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-14|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-15|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-16|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-17|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-18|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-19|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-20|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-21|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-22|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-23|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-24|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-25|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-26|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-27|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-28|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-29|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-30|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-05-31|878.0|0|44.0|0|4.772234273318872|0|922.0|0
0|2020-06-01|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-02|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-03|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-04|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-05|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-06|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-07|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-08|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-09|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-10|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-11|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-12|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-13|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-14|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-15|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-16|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-17|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-18|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-19|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-20|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-21|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-22|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-23|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-24|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-25|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-26|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-27|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-28|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-29|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-06-30|866.0|0|59.0|0|6.378378378378378|0|925.0|0
0|2020-07-01|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-02|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-03|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-04|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-05|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-06|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-07|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-08|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-09|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-10|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-11|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-12|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-13|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-14|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-15|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-16|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-17|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-18|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-19|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-20|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-21|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-22|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-23|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-24|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-25|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-26|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-27|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-28|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-29|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-30|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-07-31|849.0|0|67.0|0|7.314410480349345|0|916.0|0
0|2020-08-01|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-02|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-03|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-04|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-05|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-06|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-07|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-08|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-09|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-10|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-11|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-12|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-13|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-14|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-15|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-16|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-17|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-18|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-19|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-20|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-21|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-22|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-23|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-24|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-25|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-26|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-27|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-28|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-29|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-30|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-08-31|888.0|0|65.0|0|6.820566631689402|0|953.0|0
0|2020-09-01|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-02|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-03|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-04|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-05|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-06|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-07|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-08|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-09|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-10|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-11|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-12|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-13|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-14|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-15|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-16|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-17|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-18|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-19|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-20|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-21|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-22|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-23|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-24|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-25|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-26|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-27|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-28|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-29|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-09-30|947.0|0|43.0|0|4.343434343434343|0|990.0|0
0|2020-10-01|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-02|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-03|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-04|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-05|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-06|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-07|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-08|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-09|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-10|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-11|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-12|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-13|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-14|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-15|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-16|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-17|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-18|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-19|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-20|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-21|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-22|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-23|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-24|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-25|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-26|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-27|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-28|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-29|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-30|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-10-31|955.0|0|38.0|0|3.826787512588117|0|993.0|0
0|2020-11-01|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-02|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-03|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-04|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-05|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-06|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-07|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-08|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-09|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-10|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-11|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-12|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-13|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-14|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-15|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-16|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-17|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-18|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-19|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-20|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-21|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-22|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-23|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-24|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-25|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-26|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-27|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-28|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-29|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-11-30|913.0|0|41.0|0|4.29769392033543|0|954.0|0
0|2020-12-01|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-02|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-03|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-04|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-05|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-06|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-07|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-08|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-09|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-10|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-11|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-12|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-13|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-14|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-15|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-16|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-17|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-18|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-19|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-20|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-21|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-22|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-23|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-24|938.0|0|45.0|0|4.577822990844354|0|983.0|0
0|2020-12-25|938.0|0|45.0|0|4.577822990844354|0|983.0|0
