|dates|Roscommon_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Roscommon_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Roscommon_Michigan_UnitedStates.Male_Total_Population.data|Roscommon_Michigan_UnitedStates.Male_Total_Population.missing|Roscommon_Michigan_UnitedStates.Female_Total_Population.data|Roscommon_Michigan_UnitedStates.Female_Total_Population.missing|Roscommon_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Roscommon_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7773.0|0|11957.0|0|11927.0|0|3514.0|0
