|dates|Harrison_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harrison_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harrison_Ohio_UnitedStates.Male_Total_Population.data|Harrison_Ohio_UnitedStates.Male_Total_Population.missing|Harrison_Ohio_UnitedStates.Female_Total_Population.data|Harrison_Ohio_UnitedStates.Female_Total_Population.missing|Harrison_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Harrison_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3227.0|0|7552.0|0|7622.0|0|3183.0|0
