|dates|Charles_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Charles_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Charles_Maryland_UnitedStates.Male_Total_Population.data|Charles_Maryland_UnitedStates.Male_Total_Population.missing|Charles_Maryland_UnitedStates.Female_Total_Population.data|Charles_Maryland_UnitedStates.Female_Total_Population.missing|Charles_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Charles_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20198.0|0|77776.0|0|83727.0|0|38703.0|0
