|dates|Platte_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Platte_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Platte_Wyoming_UnitedStates.Male_Total_Population.data|Platte_Wyoming_UnitedStates.Male_Total_Population.missing|Platte_Wyoming_UnitedStates.Female_Total_Population.data|Platte_Wyoming_UnitedStates.Female_Total_Population.missing|Platte_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Platte_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2195.0|0|4310.0|0|4256.0|0|1731.0|0
