|dates|Washington_Virginia_UnitedStates.BLS_EmployedPopulation.data|Washington_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Washington_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Washington_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Washington_Virginia_UnitedStates.BLS_UnemploymentRate.data|Washington_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Washington_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Washington_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-02|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-03|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-04|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-05|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-06|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-07|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-08|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-09|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-10|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-11|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-12|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-13|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-14|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-15|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-16|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-17|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-18|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-19|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-20|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-21|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-22|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-23|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-24|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-25|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-26|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-27|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-28|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-29|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-30|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-01-31|25857.5|0|962.0|0|3.5869423367326014|0|26819.5|0
0|2020-02-01|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-02|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-03|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-04|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-05|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-06|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-07|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-08|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-09|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-10|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-11|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-12|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-13|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-14|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-15|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-16|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-17|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-18|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-19|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-20|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-21|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-22|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-23|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-24|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-25|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-26|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-27|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-28|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-02-29|26002.0|0|901.5|0|3.3508651290724254|0|26903.5|0
0|2020-03-01|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-02|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-03|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-04|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-05|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-06|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-07|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-08|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-09|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-10|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-11|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-12|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-13|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-14|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-15|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-16|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-17|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-18|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-19|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-20|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-21|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-22|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-23|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-24|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-25|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-26|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-27|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-28|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-29|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
0|2020-03-30|25785.5|0|971.5|0|3.630825578353328|0|26757.0|0
