|dates|Luna_NewMexico_UnitedStates.AveragePrecipitationTotal.data|Luna_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|Luna_NewMexico_UnitedStates.AveragePrecipitation.data|Luna_NewMexico_UnitedStates.AveragePrecipitation.missing|Luna_NewMexico_UnitedStates.AverageWindDirection.data|Luna_NewMexico_UnitedStates.AverageWindDirection.missing|Luna_NewMexico_UnitedStates.AverageWindSpeed.data|Luna_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|244.58333333333334|0|9.791666666666666|0
0|2020-01-02|0.0|0|0.0|0|276.25|0|14.416666666666666|0
0|2020-01-03|0.0|0|0.0|0|132.08333333333334|0|4.125|0
0|2020-01-04|0.0|0|0.0|0|187.5|0|4.375|0
0|2020-01-05|0.0|0|0.0|0|170.41666666666666|0|4.375|0
0|2020-01-06|0.0|0|0.0|0|135.83333333333334|0|7.125|0
0|2020-01-07|0.0|0|0.0|0|142.5|0|7.666666666666667|0
0|2020-01-08|0.0|0|0.0|0|211.25|0|5.208333333333333|0
0|2020-01-09|0.0|0|0.0|0|233.33333333333334|0|10.041666666666666|0
0|2020-01-10|0.0|0|0.0|0|288.125|0|13.645833333333334|0
0|2020-01-11|0.0|0|0.0|0|219.16666666666666|0|5.916666666666667|0
0|2020-01-12|0.0|0|0.0|0|235.41666666666666|0|7.541666666666667|0
0|2020-01-13|0.0|0|0.0|0|250.83333333333334|0|9.25|0
0|2020-01-14|0.0|0|0.0|0|185.41666666666666|0|5.166666666666667|0
0|2020-01-15|0.0|0|0.0|0|67.5|0|2.2083333333333335|0
0|2020-01-16|0.0|0|0.0016666666666666668|0|61.666666666666664|0|9.625|0
0|2020-01-17|0.0016666666666666668|0|0.0|0|188.61111111111111|0|9.333333333333334|0
0|2020-01-18|0.0|0|0.0|0|72.5|0|8.125|0
0|2020-01-19|0.0|0|0.0|0|85.41666666666667|0|9.875|0
0|2020-01-20|0.0|0|0.0|0|92.5|0|14.291666666666666|0
0|2020-01-21|0.0|0|0.0016666666666666668|0|152.5|0|10.5|0
0|2020-01-22|0.0025|0|0.0004166666666666667|0|251.66666666666666|0|11.520833333333334|0
0|2020-01-23|0.0|0|0.0|0|174.58333333333334|0|4.083333333333333|0
0|2020-01-24|0.0|0|0.0|0|195.0|0|4.541666666666667|0
0|2020-01-25|0.0|0|0.0|0|219.58333333333334|0|7.916666666666667|0
0|2020-01-26|0.0|0|0.0|0|200.41666666666666|0|7.333333333333333|0
0|2020-01-27|0.0|0|0.0|0|272.9166666666667|0|13.5|0
0|2020-01-28|0.0|0|0.0|0|192.08333333333334|0|4.666666666666667|0
0|2020-01-29|0.0|0|0.0|0|144.58333333333334|0|7.916666666666667|0
0|2020-01-30|0.0|0|0.0|0|194.16666666666666|0|7.791666666666667|0
0|2020-01-31|0.0|0|0.0|0|119.58333333333333|0|6.666666666666667|0
0|2020-02-01|0.0|0|0.0|0|126.66666666666667|0|3.125|0
0|2020-02-02|0.0|0|0.0|0|217.08333333333334|0|5.708333333333333|0
0|2020-02-03|0.0|0|0.0|0|221.25|0|13.5|0
0|2020-02-04|0.0|0|0.0|0|213.75|0|12.114583333333334|0
0|2020-02-05|0.0|0|0.0|0|180.83333333333334|0|12.291666666666666|0
0|2020-02-06|0.0|0|0.0|0|254.16666666666666|0|15.916666666666666|0
0|2020-02-07|0.0|0|0.0|0|247.5|0|12.916666666666666|0
0|2020-02-08|0.0|0|0.0|0|236.66666666666666|0|8.75|0
0|2020-02-09|0.0|0|0.0|0|235.41666666666666|0|9.375|0
0|2020-02-10|0.010416666666666666|0|0.024722222222222225|0|119.44444444444444|0|5.958333333333333|0
0|2020-02-11|0.006666666666666667|0|0.01635416666666667|0|82.32638888888889|0|10.859027777777778|0
0|2020-02-12|0.005333333333333333|0|0.0005|0|211.5347222222222|0|8.179166666666667|0
0|2020-02-13|0.0|0|0.0|0|120.41666666666667|0|4.0|0
0|2020-02-14|0.0|0|0.0|0|145.41666666666666|0|4.708333333333333|0
0|2020-02-15|0.0|0|0.0|0|250.0|0|9.625|0
0|2020-02-16|0.0|0|0.0|0|248.75|0|11.666666666666666|0
0|2020-02-17|0.0|0|0.0|0|232.91666666666666|0|10.125|0
0|2020-02-18|0.0|0|0.0|0|140.0|0|4.791666666666667|0
0|2020-02-19|0.0|0|0.0|0|95.83333333333333|0|6.479166666666667|0
0|2020-02-20|0.0|0|0.0|0|135.83333333333334|0|13.375|0
0|2020-02-21|0.0|0|0.0|0|80.625|0|10.145833333333334|0
0|2020-02-22|0.0|0|0.0008333333333333334|0|131.25|0|3.4166666666666665|0
0|2020-02-23|0.0008333333333333334|0|0.0|0|259.1666666666667|0|15.458333333333334|0
0|2020-02-24|0.0|0|0.0|0|258.75|0|13.041666666666666|0
0|2020-02-25|0.0|0|0.0|0|141.25|0|9.375|0
0|2020-02-26|0.0|0|0.0|0|107.08333333333333|0|7.0|0
0|2020-02-27|0.0|0|0.0|0|184.16666666666666|0|4.416666666666667|0
0|2020-02-28|0.0|0|0.0|0|87.08333333333333|0|6.208333333333333|0
0|2020-02-29|0.0|0|0.0|0|220.41666666666666|0|7.75|0
0|2020-03-01|0.0|0|0.0|0|207.91666666666666|0|9.041666666666666|0
0|2020-03-02|0.0|0|0.0|0|179.16666666666666|0|7.125|0
0|2020-03-03|0.0|0|0.008541666666666668|0|117.56944444444446|0|5.9930555555555545|0
0|2020-03-04|0.008749999999999999|0|0.0|0|158.33333333333334|0|7.166666666666667|0
0|2020-03-05|0.0|0|0.0|0|147.91666666666666|0|7.333333333333333|0
0|2020-03-06|0.0|0|0.0|0|82.5|0|11.5|0
0|2020-03-07|0.0|0|0.0|0|110.83333333333333|0|7.0|0
0|2020-03-08|0.0|0|0.013333333333333336|0|243.54166666666666|0|7.270833333333333|0
0|2020-03-09|0.007291666666666666|0|0.0|0|146.35416666666666|0|3.71875|0
0|2020-03-10|0.0|0|0.0|0|199.16666666666666|0|5.416666666666667|0
0|2020-03-11|0.0|0|0.0|0|220.0|0|6.5|0
0|2020-03-12|0.0|0|0.003541666666666667|0|221.04166666666666|0|5.875|0
0|2020-03-13|0.0033333333333333335|0|0.002638888888888889|0|212.9861111111111|0|10.631944444444445|0
0|2020-03-14|0.0004166666666666667|0|0.0|0|107.5|0|3.875|0
0|2020-03-15|0.0|0|0.0|0|171.25|0|5.458333333333333|0
0|2020-03-16|0.0|0|0.0|0|177.08333333333334|0|6.333333333333333|0
0|2020-03-17|0.0|0|0.00125|0|156.25|0|5.708333333333333|0
0|2020-03-18|0.00125|0|0.020895833333333336|0|132.89583333333334|0|5.570833333333333|0
0|2020-03-19|0.022083333333333333|0|0.0|0|226.25|0|11.541666666666666|0
0|2020-03-20|0.0|0|0.0|0|122.08333333333333|0|5.375|0
0|2020-03-21|0.0|0|0.0|0|138.75|0|9.166666666666666|0
0|2020-03-22|0.0|0|0.0|0|239.58333333333334|0|7.5|0
0|2020-03-23|0.0|0|0.0|0|187.08333333333334|0|9.166666666666666|0
0|2020-03-24|0.0|0|0.0|0|121.25|0|5.541666666666667|0
0|2020-03-25|0.0|0|0.0|0|176.66666666666666|0|6.75|0
0|2020-03-26|0.0|0|0.0|0|135.41666666666666|0|6.583333333333333|0
0|2020-03-27|0.0|0|0.0|0|190.0|0|16.625|0
0|2020-03-28|0.0|0|0.0|0|213.33333333333334|0|8.541666666666666|0
0|2020-03-29|0.0|0|0.0|0|143.75|0|6.75|0
0|2020-03-30|0.0|0|0.0|0|265.4166666666667|0|11.708333333333334|0
0|2020-03-31|0.0|0|0.0|0|137.91666666666666|0|4.875|0
0|2020-04-01|0.0|0|0.0|0|234.16666666666666|0|10.083333333333334|0
0|2020-04-02|0.0|0|0.0|0|244.16666666666666|0|12.0|0
0|2020-04-03|0.0|0|0.0|0|208.75|0|8.0|0
0|2020-04-04|0.0|0|0.0|0|173.33333333333334|0|7.791666666666667|0
0|2020-04-05|0.0|0|0.0|0|225.41666666666666|0|7.708333333333333|0
0|2020-04-06|0.0|0|0.0|0|245.0|0|9.5|0
0|2020-04-07|0.0|0|0.0|0|221.66666666666666|0|7.375|0
0|2020-04-08|0.0|0|0.0|0|222.08333333333334|0|7.5|0
0|2020-04-09|0.0|0|0.0|0|259.5833333333333|0|10.916666666666666|0
0|2020-04-10|0.0|0|0.0|0|211.25|0|7.541666666666667|0
0|2020-04-11|0.0|0|0.0|0|233.75|0|12.375|0
0|2020-04-12|0.0|0|0.0|0|264.5833333333333|0|17.125|0
0|2020-04-13|0.0|0|0.0|0|264.5833333333333|0|15.166666666666666|0
0|2020-04-14|0.0|0|0.0|0|204.58333333333334|0|8.458333333333334|0
0|2020-04-15|0.0|0|0.0|0|138.75|0|8.375|0
0|2020-04-16|0.0|0|0.0|0|264.5833333333333|0|10.083333333333334|0
0|2020-04-17|0.0|0|0.0|0|238.75|0|10.333333333333334|0
