|dates|Imperial_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Imperial_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Imperial_California_UnitedStates.Male_Total_Population.data|Imperial_California_UnitedStates.Male_Total_Population.missing|Imperial_California_UnitedStates.Female_Total_Population.data|Imperial_California_UnitedStates.Female_Total_Population.missing|Imperial_California_UnitedStates.MaleAndFemale_Under18_Population.data|Imperial_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23580.0|0|93235.0|0|88592.0|0|51765.0|0
