|dates|Ogemaw_Michigan_UnitedStates.BLS_EmployedPopulation.data|Ogemaw_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Ogemaw_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Ogemaw_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Ogemaw_Michigan_UnitedStates.BLS_UnemploymentRate.data|Ogemaw_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Ogemaw_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Ogemaw_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-02|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-03|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-04|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-05|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-06|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-07|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-08|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-09|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-10|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-11|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-12|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-13|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-14|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-15|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-16|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-17|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-18|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-19|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-20|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-21|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-22|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-23|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-24|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-25|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-26|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-27|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-28|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-29|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-30|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-01-31|7153.0|0|695.0|0|8.855759429153924|0|7848.0|0
0|2020-02-01|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-02|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-03|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-04|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-05|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-06|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-07|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-08|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-09|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-10|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-11|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-12|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-13|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-14|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-15|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-16|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-17|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-18|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-19|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-20|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-21|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-22|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-23|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-24|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-25|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-26|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-27|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-28|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-02-29|7184.5|0|609.5|0|7.820118039517578|0|7794.0|0
0|2020-03-01|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-02|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-03|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-04|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-05|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-06|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-07|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-08|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-09|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-10|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-11|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-12|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-13|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-14|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-15|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-16|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-17|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
0|2020-03-18|7115.5|0|611.5|0|7.9138087226608|0|7727.0|0
