|dates|Oktibbeha_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oktibbeha_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oktibbeha_Mississippi_UnitedStates.Male_Total_Population.data|Oktibbeha_Mississippi_UnitedStates.Male_Total_Population.missing|Oktibbeha_Mississippi_UnitedStates.Female_Total_Population.data|Oktibbeha_Mississippi_UnitedStates.Female_Total_Population.missing|Oktibbeha_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Oktibbeha_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5710.0|0|24736.0|0|24863.0|0|8829.0|0
