|dates|Sac_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sac_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sac_Iowa_UnitedStates.Male_Total_Population.data|Sac_Iowa_UnitedStates.Male_Total_Population.missing|Sac_Iowa_UnitedStates.Female_Total_Population.data|Sac_Iowa_UnitedStates.Female_Total_Population.missing|Sac_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Sac_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2283.0|0|4791.0|0|4928.0|0|2176.0|0
