|dates|Hidalgo_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hidalgo_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hidalgo_Texas_UnitedStates.Male_Total_Population.data|Hidalgo_Texas_UnitedStates.Male_Total_Population.missing|Hidalgo_Texas_UnitedStates.Female_Total_Population.data|Hidalgo_Texas_UnitedStates.Female_Total_Population.missing|Hidalgo_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hidalgo_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|96025.0|0|424482.0|0|441457.0|0|281965.0|0
