|dates|Robeson_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Robeson_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Robeson_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Robeson_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Robeson_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Robeson_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Robeson_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Robeson_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-02|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-03|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-04|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-05|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-06|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-07|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-08|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-09|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-10|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-11|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-12|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-13|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-14|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-15|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-16|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-17|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-18|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-19|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-20|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-21|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-22|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-23|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-24|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-25|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-26|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-27|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-28|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-29|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-30|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-01-31|48229.5|0|2704.5|0|5.309812698786665|0|50934.0|0
0|2020-02-01|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-02|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-03|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-04|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-05|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-06|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-07|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-08|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-09|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-10|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-11|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-12|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-13|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-14|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-15|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-16|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-17|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-18|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-19|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-20|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-21|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-22|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-23|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-24|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-25|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-26|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-27|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-28|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-02-29|48638.5|0|2477.0|0|4.845888233510383|0|51115.5|0
0|2020-03-01|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-02|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-03|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-04|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-05|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-06|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-07|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-08|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-09|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-10|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-11|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-12|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-13|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-14|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-15|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-16|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-17|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
0|2020-03-18|46470.0|0|2783.5|0|5.651375029185743|0|49253.5|0
