|dates|Fluvanna_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fluvanna_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fluvanna_Virginia_UnitedStates.Male_Total_Population.data|Fluvanna_Virginia_UnitedStates.Male_Total_Population.missing|Fluvanna_Virginia_UnitedStates.Female_Total_Population.data|Fluvanna_Virginia_UnitedStates.Female_Total_Population.missing|Fluvanna_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Fluvanna_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5418.0|0|12252.0|0|14531.0|0|5277.0|0
