|dates|Lincoln_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Louisiana_UnitedStates.Male_Total_Population.data|Lincoln_Louisiana_UnitedStates.Male_Total_Population.missing|Lincoln_Louisiana_UnitedStates.Female_Total_Population.data|Lincoln_Louisiana_UnitedStates.Female_Total_Population.missing|Lincoln_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6396.0|0|22948.0|0|24248.0|0|9452.0|0
