|dates|Griggs_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Griggs_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Griggs_NorthDakota_UnitedStates.Male_Total_Population.data|Griggs_NorthDakota_UnitedStates.Male_Total_Population.missing|Griggs_NorthDakota_UnitedStates.Female_Total_Population.data|Griggs_NorthDakota_UnitedStates.Female_Total_Population.missing|Griggs_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Griggs_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|674.0|0|1149.0|0|1083.0|0|454.0|0
