|dates|NewLondon_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NewLondon_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NewLondon_Connecticut_UnitedStates.Male_Total_Population.data|NewLondon_Connecticut_UnitedStates.Male_Total_Population.missing|NewLondon_Connecticut_UnitedStates.Female_Total_Population.data|NewLondon_Connecticut_UnitedStates.Female_Total_Population.missing|NewLondon_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|NewLondon_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|48611.0|0|133702.0|0|133082.0|0|51733.0|0
