|dates|Wolfe_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Wolfe_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Wolfe_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Wolfe_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Wolfe_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Wolfe_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Wolfe_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Wolfe_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-02|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-03|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-04|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-05|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-06|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-07|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-08|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-09|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-10|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-11|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-12|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-13|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-14|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-15|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-16|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-17|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-18|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-19|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-20|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-21|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-22|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-23|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-24|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-25|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-26|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-27|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-28|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-29|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-30|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-01-31|1915.5|0|181.0|0|8.633436680181255|0|2096.5|0
0|2020-02-01|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-02|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-03|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-04|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-05|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-06|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-07|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-08|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-09|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-10|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-11|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-12|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-13|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-14|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-15|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-16|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-17|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-18|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-19|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-20|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-21|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-22|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-23|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-24|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-25|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-26|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-27|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-28|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-02-29|1932.5|0|167.0|0|7.954274827339843|0|2099.5|0
0|2020-03-01|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-02|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-03|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-04|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-05|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-06|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-07|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-08|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-09|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-10|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-11|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-12|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-13|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-14|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-15|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-16|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-17|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-18|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-19|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-20|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-21|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-22|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-23|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-24|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-25|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-26|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-27|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-28|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-29|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-30|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-03-31|1938.5|0|177.5|0|8.388468809073723|0|2116.0|0
0|2020-04-01|1782.0|0|332.0|0|15.704824976348155|0|2114.0|0
0|2020-04-02|1782.0|0|332.0|0|15.704824976348155|0|2114.0|0
0|2020-04-03|1782.0|0|332.0|0|15.704824976348155|0|2114.0|0
0|2020-04-04|1782.0|0|332.0|0|15.704824976348155|0|2114.0|0
0|2020-04-05|1782.0|0|332.0|0|15.704824976348155|0|2114.0|0
