|dates|Caldwell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caldwell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caldwell_Kentucky_UnitedStates.Male_Total_Population.data|Caldwell_Kentucky_UnitedStates.Male_Total_Population.missing|Caldwell_Kentucky_UnitedStates.Female_Total_Population.data|Caldwell_Kentucky_UnitedStates.Female_Total_Population.missing|Caldwell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Caldwell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2652.0|0|6130.0|0|6585.0|0|2845.0|0
